pdbID	chainID	DESCRIPTION	VIRUS
8h0z	C	 Spike glycoprotein	SARS-CoV
8h0z	A	 Spike glycoprotein	SARS-CoV
8h0z	B	 Spike glycoprotein	SARS-CoV
8h0y	C	 Spike glycoprotein	SARS-CoV
8h0y	A	 Spike glycoprotein	SARS-CoV
8h0y	B	 Spike glycoprotein	SARS-CoV
8h0x	C	 Spike glycoprotein	SARS-CoV
8h0x	B	 Spike glycoprotein	SARS-CoV
8h0x	A	 Spike glycoprotein	SARS-CoV
8h12	C	 Spike glycoprotein	SARS-CoV
8h12	B	 Spike glycoprotein	SARS-CoV
8h12	A	 Spike glycoprotein	SARS-CoV
7wsh	B	 Spike protein S1	SARS-CoV-2
7zr2	B	 Spike protein S2'	SARS-CoV-2
7x2a	C	 MERS-CoV Spike glycoprotein	MERS-CoV
7x2a	B	 MERS-CoV Spike glycoprotein	MERS-CoV
7x2a	A	 MERS-CoV Spike glycoprotein	MERS-CoV
7x29	C	 Spike glycoprotein	MERS-CoV
7x29	B	 Spike glycoprotein	MERS-CoV
7x29	A	 Spike glycoprotein	MERS-CoV
7sj0	A	 Spike glycoprotein	SARS-CoV-2
7six	B	 Spike glycoprotein	SARS-CoV-2
7six	A	 Spike glycoprotein	SARS-CoV-2
7q3r	A	 Spike glycoprotein	SARS-CoV-2
7q3q	A	 Spike glycoprotein	SARS-CoV-2
7xmz	C	 Spike glycoprotein	SARS-CoV-2
7xmz	B	 Spike glycoprotein	SARS-CoV-2
7xmz	A	 Spike glycoprotein	SARS-CoV-2
7xmx	C	 Spike glycoprotein	SARS-CoV-2
7xmx	B	 Spike glycoprotein	SARS-CoV-2
7xmx	A	 Spike glycoprotein	SARS-CoV-2
7u9p	B	 Spike glycoprotein	SARS-CoV-2
7u9p	A	 Spike glycoprotein	SARS-CoV-2
7u9o	B	 Spike glycoprotein	SARS-CoV-2
7u9o	A	 Spike glycoprotein	SARS-CoV-2
7xst	C	 Spike glycoprotein	SARS-CoV-2
7xst	B	 Spike glycoprotein	SARS-CoV-2
7xst	A	 Spike glycoprotein	SARS-CoV-2
7swx	C	 Spike glycoprotein	SARS-CoV-2
7swx	B	 Spike glycoprotein	SARS-CoV-2
7swx	A	 Spike glycoprotein	SARS-CoV-2
7sww	A	 Spike protein S1	SARS-CoV-2
7s83	C	 Spike protein S1	SARS-CoV-2
7wxz	D	 Spike protein S2'	SARS-CoV-2
7wxz	C	 Spike protein S2'	SARS-CoV-2
7wxz	B	 Spike protein S2'	SARS-CoV-2
7wxz	A	 Spike protein S2'	SARS-CoV-2
8dtx	G	 Spike protein S2' stem helix peptide	SARS-CoV-2
8dtx	I	 Spike protein S2' stem helix peptide	SARS-CoV-2
8dtr	J	 Spike protein S2' stem helix peptide	SARS-CoV-2
8dtr	G	 Spike protein S2' stem helix peptide	SARS-CoV-2
8dtt	J	 Spike protein S2' stem helix peptide	SARS-CoV-2
8dtt	G	 Spike protein S2' stem helix peptide	SARS-CoV-2
7wow	L	 Spike glycoprotein	SARS-CoV-2
7wow	K	 Spike glycoprotein	SARS-CoV-2
7wow	J	 Spike glycoprotein	SARS-CoV-2
7wow	C	 Spike glycoprotein	SARS-CoV-2
7wow	B	 Spike glycoprotein	SARS-CoV-2
7wow	A	 Spike glycoprotein	SARS-CoV-2
7wov	C	 Spike glycoprotein	SARS-CoV-2
7wov	B	 Spike glycoprotein	SARS-CoV-2
7wov	A	 Spike glycoprotein	SARS-CoV-2
7wou	C	 Spike glycoprotein	SARS-CoV-2
7wou	B	 Spike glycoprotein	SARS-CoV-2
7wou	A	 Spike glycoprotein	SARS-CoV-2
7wos	C	 Spike glycoprotein	SARS-CoV-2
7wos	B	 Spike glycoprotein	SARS-CoV-2
7wos	A	 Spike glycoprotein	SARS-CoV-2
7wor	C	 Spike glycoprotein	SARS-CoV-2
7wor	B	 Spike glycoprotein	SARS-CoV-2
7wor	A	 Spike glycoprotein	SARS-CoV-2
7woq	C	 Spike glycoprotein	SARS-CoV-2
7woq	B	 Spike glycoprotein	SARS-CoV-2
7woq	A	 Spike glycoprotein	SARS-CoV-2
8dya	C	 Spike glycoprotein	SARS-CoV-2
8dya	B	 Spike glycoprotein	SARS-CoV-2
8dya	A	 Spike glycoprotein	SARS-CoV-2
8dxs	C	 Spike glycoprotein	SARS-CoV-2
8dxs	B	 Spike glycoprotein	SARS-CoV-2
8dxs	A	 Spike glycoprotein	SARS-CoV-2
7uzb	A	 Spike glycoprotein	SARS-CoV-2
7uza	C	 Spike glycoprotein	SARS-CoV-2
7uza	B	 Spike glycoprotein	SARS-CoV-2
7uza	A	 Spike glycoprotein	SARS-CoV-2
7uz9	C	 Spike glycoprotein	SARS-CoV-2
7uz9	B	 Spike glycoprotein	SARS-CoV-2
7uz9	A	 Spike glycoprotein	SARS-CoV-2
7uz7	C	 Spike glycoprotein	SARS-CoV-2
7uz7	B	 Spike glycoprotein	SARS-CoV-2
7uz7	A	 Spike glycoprotein	SARS-CoV-2
7uz6	C	 Spike glycoprotein	SARS-CoV-2
7uz6	B	 Spike glycoprotein	SARS-CoV-2
7uz6	A	 Spike glycoprotein	SARS-CoV-2
7uz5	C	 Spike glycoprotein	SARS-CoV-2
7uz5	B	 Spike glycoprotein	SARS-CoV-2
7uz5	A	 Spike glycoprotein	SARS-CoV-2
7uz4	C	 Spike glycoprotein	SARS-CoV-2
7uz4	B	 Spike glycoprotein	SARS-CoV-2
7uz4	A	 Spike glycoprotein	SARS-CoV-2
7x92	A	 Spike glycoprotein	SARS-CoV-2
7x91	A	 Spike glycoprotein	SARS-CoV-2
7x90	G	 Spike glycoprotein	SARS-CoV-2
7x8z	A	 Spike glycoprotein	SARS-CoV-2
7x8y	A	 Spike glycoprotein	SARS-CoV-2
7x8w	A	 Spike glycoprotein	SARS-CoV-2
7tz0	A	 Spike glycoprotein	SARS-CoV-2
7tyz	E	 Spike glycoprotein	SARS-CoV-2
7tyz	C	 Spike glycoprotein	SARS-CoV-2
7tyz	A	 Spike glycoprotein	SARS-CoV-2
7uz8	C	 Spike glycoprotein	SARS-CoV-2
7uz8	B	 Spike glycoprotein	SARS-CoV-2
7uz8	A	 Spike glycoprotein	SARS-CoV-2
7vhn	C	 Spike glycoprotein	SARS-CoV-2
7vhn	B	 Spike glycoprotein	SARS-CoV-2
7vhn	A	 Spike glycoprotein	SARS-CoV-2
7wvl	F	 Spike protein S1	SARS-CoV-2
8dw3	B	 Spike protein S1	SARS-CoV-2
8dw2	B	 Spike protein S1	SARS-CoV-2
8gz5	A	 Spike protein S1	SARS-CoV-2
7x2l	E	 Spike protein S1	SARS-CoV-2
8dw9	B	 Spike protein S1	SARS-CoV-2
8dw9	A	 Spike protein S1	SARS-CoV-2
8dwa	A	 Spike protein S1	SARS-CoV-2
7wtk	A	 Spike glycoprotein	SARS-CoV-2
7wtk	B	 Spike glycoprotein	SARS-CoV-2
7wtk	C	 Spike glycoprotein	SARS-CoV-2
7wtf	D	 Spike glycoprotein	SARS-CoV-2
7wtf	C	 Spike glycoprotein	SARS-CoV-2
7wtf	B	 Spike glycoprotein	SARS-CoV-2
7x2m	E	 Spike protein S1	SARS-CoV-2
7wti	C	 Spike glycoprotein	SARS-CoV-2
7wti	B	 Spike glycoprotein	SARS-CoV-2
7wti	A	 Spike glycoprotein	SARS-CoV-2
7xa7	H	 Spike protein S1	SARS-CoV-2
7xa7	F	 Spike protein S1	SARS-CoV-2
7xa7	D	 Spike protein S1	SARS-CoV-2
7xa7	B	 Spike protein S1	SARS-CoV-2
7wnm	A	 Spike protein S1	SARS-CoV-2
7wd2	B	 Spike protein S1	SARS-CoV-2
7wd2	A	 Spike protein S1	SARS-CoV-2
7t72	A	 Spike protein S1	SARS-CoV-2
7wd1	B	 Spike protein S1	SARS-CoV-2
7wd1	A	 Spike protein S1	SARS-CoV-2
7x2k	E	 Spike protein S1	SARS-CoV-2
8d47	D	 SARS-CoV-2 fusion peptide	SARS-CoV-2
8d47	C	 SARS-CoV-2 fusion peptide	SARS-CoV-2
7wcp	C	 Surface glycoprotein	SARS-CoV-2
7wcp	B	 Surface glycoprotein	SARS-CoV-2
7wcp	A	 Surface glycoprotein	SARS-CoV-2
7wch	G	 Surface glycoprotein	SARS-CoV-2
7wch	B	 Surface glycoprotein	SARS-CoV-2
7wch	A	 Surface glycoprotein	SARS-CoV-2
7ykj	C	 Spike glycoprotein	SARS-CoV-2
7ykj	B	 Spike glycoprotein	SARS-CoV-2
7vhh	C	 Spike glycoprotein	SARS-CoV-2
7vhh	A	 Spike glycoprotein	SARS-CoV-2
7vhh	B	 Spike glycoprotein	SARS-CoV-2
7wcu	R	 Surface glycoprotein	SARS-CoV-2
7wck	R	 Surface glycoprotein	SARS-CoV-2
7wgz	C	 Spike glycoprotein	SARS-CoV-2
7wgz	B	 Spike glycoprotein	SARS-CoV-2
7wgz	A	 Spike glycoprotein	SARS-CoV-2
7wgy	C	 Spike glycoprotein	SARS-CoV-2
7wgy	B	 Spike glycoprotein	SARS-CoV-2
7wgy	A	 Spike glycoprotein	SARS-CoV-2
7wgx	C	 Spike glycoprotein	SARS-CoV-2
7wgx	B	 Spike glycoprotein	SARS-CoV-2
7wgx	A	 Spike glycoprotein	SARS-CoV-2
7wgv	C	 Spike glycoprotein	SARS-CoV-2
7wgv	B	 Spike glycoprotein	SARS-CoV-2
7wgv	A	 Spike glycoprotein	SARS-CoV-2
7uzd	A	 Spike protein S1	SARS-CoV-2
7uzc	B	 Spike protein S1	SARS-CoV-2
7uzc	A	 Spike protein S1	SARS-CoV-2
7whd	C	 Spike glycoprotein	SARS-CoV-2
7whd	B	 Spike glycoprotein	SARS-CoV-2
7whd	A	 Spike glycoprotein	SARS-CoV-2
7whb	C	 Spike glycoprotein	SARS-CoV-2
7whb	B	 Spike glycoprotein	SARS-CoV-2
7whb	A	 Spike glycoprotein	SARS-CoV-2
7wh8	C	 Spike glycoprotein	SARS-CoV-2
8dxu	R	 Spike protein S1	SARS-CoV-2
8dxt	R	 Spike protein S1	SARS-CoV-2
7x28	I	 Spike glycoprotein	MERS-CoV
7x28	G	 Spike glycoprotein	MERS-CoV
7x28	F	 Spike glycoprotein	MERS-CoV
7x25	J	 Spike glycoprotein	MERS-CoV
7x25	I	 Spike glycoprotein	MERS-CoV
7x25	G	 Spike glycoprotein	MERS-CoV
8d48	A	 Spike glycoprotein	SARS-CoV-2
8hc4	C	 Spike glycoprotein	SARS-CoV-2
8hc4	B	 Spike glycoprotein	SARS-CoV-2
8hc4	A	 Spike glycoprotein	SARS-CoV-2
7t5o	C	 Spike glycoprotein	SARS-CoV-2
7t5o	B	 Spike glycoprotein	SARS-CoV-2
7t5o	A	 Spike glycoprotein	SARS-CoV-2
8dm4	A	 Spike glycoprotein	SARS-CoV-2
8dm3	C	 Spike glycoprotein	SARS-CoV-2
8dm3	B	 Spike glycoprotein	SARS-CoV-2
8dm3	A	 Spike glycoprotein	SARS-CoV-2
8dm2	A	 Spike glycoprotein	SARS-CoV-2
8dm1	C	 Spike glycoprotein	SARS-CoV-2
8dm1	B	 Spike glycoprotein	SARS-CoV-2
8dm1	A	 Spike glycoprotein	SARS-CoV-2
8hcb	C	 Spike glycoprotein	SARS-CoV-2
8hcb	B	 Spike glycoprotein	SARS-CoV-2
8hcb	A	 Spike glycoprotein	SARS-CoV-2
8hca	C	 Spike glycoprotein	SARS-CoV-2
8hca	B	 Spike glycoprotein	SARS-CoV-2
8hca	A	 Spike glycoprotein	SARS-CoV-2
8hc9	C	 Spike glycoprotein	SARS-CoV-2
8hc9	B	 Spike glycoprotein	SARS-CoV-2
8hc9	A	 Spike glycoprotein	SARS-CoV-2
8hc3	C	 Spike glycoprotein	SARS-CoV-2
8hc3	B	 Spike glycoprotein	SARS-CoV-2
8hc3	A	 Spike glycoprotein	SARS-CoV-2
8hc2	A	 Spike glycoprotein	SARS-CoV-2
8hc2	C	 Spike glycoprotein	SARS-CoV-2
8hc2	B	 Spike glycoprotein	SARS-CoV-2
8hc5	C	 Spike glycoprotein	SARS-CoV-2
8hc6	B	 Spike protein S1	SARS-CoV-2
7wqv	O	 Spike protein S1	SARS-CoV-2
7wqv	M	 Spike protein S1	SARS-CoV-2
7wqv	K	 Spike protein S1	SARS-CoV-2
7wqv	I	 Spike protein S1	SARS-CoV-2
7wqv	G	 Spike protein S1	SARS-CoV-2
7wqv	E	 Spike protein S1	SARS-CoV-2
7wqv	C	 Spike protein S1	SARS-CoV-2
7wqv	A	 Spike protein S1	SARS-CoV-2
8be1	F	 Spike protein S1	SARS-CoV-2
8be1	C	 Spike protein S1	SARS-CoV-2
8dgu	A	 Spike protein S2'	SARS-CoV-2
8hhy	C	 Spike glycoprotein	SARS-CoV-2
8hhy	B	 Spike glycoprotein	SARS-CoV-2
8hhy	A	 Spike glycoprotein	SARS-CoV-2
8hhx	C	 Spike glycoprotein	SARS-CoV-2
8hhx	B	 Spike glycoprotein	SARS-CoV-2
8hhx	A	 Spike glycoprotein	SARS-CoV-2
8hhz	C	 Spike glycoprotein	SARS-CoV-2
8hhz	B	 Spike glycoprotein	SARS-CoV-2
8hhz	A	 Spike glycoprotein	SARS-CoV-2
7wrh	C	 Spike glycoprotein	SARS-CoV-2
7wrh	B	 Spike glycoprotein	SARS-CoV-2
7wrh	A	 Spike glycoprotein	SARS-CoV-2
7ycl	D	 Spike protein S1	SARS-CoV-2
7ycl	R	 Spike protein S1	SARS-CoV-2
7yck	B	 Spike protein S1	SARS-CoV-2
7yck	A	 Spike protein S1	SARS-CoV-2
7ycn	G	 Spike protein S1	SARS-CoV-2
7ycn	B	 Spike protein S1	SARS-CoV-2
7ycn	A	 Spike protein S1	SARS-CoV-2
7ycn	J	 Spike protein S1	SARS-CoV-2
8dm8	A	 Spike glycoprotein	SARS-CoV-2
8dm7	C	 Spike glycoprotein	SARS-CoV-2
8dm7	B	 Spike glycoprotein	SARS-CoV-2
8dm7	A	 Spike glycoprotein	SARS-CoV-2
8dm6	A	 Spike glycoprotein	SARS-CoV-2
8dm5	C	 Spike glycoprotein	SARS-CoV-2
8dm5	B	 Spike glycoprotein	SARS-CoV-2
8dm5	A	 Spike glycoprotein	SARS-CoV-2
8dma	A	 Spike glycoprotein	SARS-CoV-2
8dm9	C	 Spike glycoprotein	SARS-CoV-2
8dm9	B	 Spike glycoprotein	SARS-CoV-2
8dm9	A	 Spike glycoprotein	SARS-CoV-2
7tpk	E	 Spike protein S1	SARS-CoV-2
7zh1	C	 Spike glycoprotein,Fibritin	SARS-CoV
7zh1	B	 Spike glycoprotein,Fibritin	SARS-CoV
7zh1	A	 Spike glycoprotein,Fibritin	SARS-CoV
7zh5	C	 Spike glycoprotein,Fibritin	SARS-CoV
7zh5	B	 Spike glycoprotein,Fibritin	SARS-CoV
7zh5	A	 Spike glycoprotein,Fibritin	SARS-CoV
7zh2	C	 Spike glycoprotein,Fibritin	SARS-CoV
7zh2	B	 Spike glycoprotein,Fibritin	SARS-CoV
7zh2	A	 Spike glycoprotein,Fibritin	SARS-CoV
7wwj	C	 Spike glycoprotein	SARS-CoV-2
7wwj	B	 Spike glycoprotein	SARS-CoV-2
7wwj	A	 Spike glycoprotein	SARS-CoV-2
7wwi	C	 Spike glycoprotein	SARS-CoV-2
7wwi	B	 Spike glycoprotein	SARS-CoV-2
7wwi	A	 Spike glycoprotein	SARS-CoV-2
7y7j	C	 Spike glycoprotein	SARS-CoV-2
7y7j	B	 Spike glycoprotein	SARS-CoV-2
7y7j	A	 Spike glycoprotein	SARS-CoV-2
8c8p	A	 Spike glycoprotein,SARS-CoV-2 spike glycoprotein	SARS-CoV-2
7y7k	A	 Spike protein S1	SARS-CoV-2
7u0x	C	 Spike glycoprotein	SARS-CoV-2
7u0x	B	 Spike glycoprotein	SARS-CoV-2
7u0x	A	 Spike glycoprotein	SARS-CoV-2
7u0q	C	 Spike glycoprotein	SARS-CoV-2
7u0q	B	 Spike glycoprotein	SARS-CoV-2
7u0q	A	 Spike glycoprotein	SARS-CoV-2
8aqt	B	 Spike glycoprotein,Fibritin	SARS-CoV-2
8aqs	A	 Spike glycoprotein	SARS-CoV-2
8aqv	B	 Spike glycoprotein,Fibritin	SARS-CoV-2
8aqu	B	 Spike glycoprotein,Fibritin	SARS-CoV-2
7zss	C	 Spike glycoprotein	SARS-CoV-2
7zss	B	 Spike glycoprotein	SARS-CoV-2
7zss	A	 Spike glycoprotein	SARS-CoV-2
7xdk	C	 Spike glycoprotein	SARS-CoV-2
7xdk	B	 Spike glycoprotein	SARS-CoV-2
7xdk	A	 Spike glycoprotein	SARS-CoV-2
7xdb	B	 Spike glycoprotein	SARS-CoV-2
7xdb	C	 Spike glycoprotein	SARS-CoV-2
7xdb	A	 Spike glycoprotein	SARS-CoV-2
7x2h	F	 Spike protein S1	SARS-CoV-2
7x2h	E	 Spike protein S1	SARS-CoV-2
7xcz	A	 Spike glycoprotein	SARS-CoV-2
7xda	A	 Spike glycoprotein	SARS-CoV-2
7wp6	F	 Spike protein S1	SARS-CoV-2
8bev	C	 Spike glycoprotein	SARS-CoV-2
8bev	A	 Spike glycoprotein	SARS-CoV-2
7zrv	C	 Spike glycoprotein,Envelope glycoprotein	SARS-CoV-2
7zrv	B	 Spike glycoprotein,Envelope glycoprotein	SARS-CoV-2
7zrv	A	 Spike glycoprotein,Envelope glycoprotein	SARS-CoV-2
8bgg	C	 Spike glycoprotein	SARS-CoV-2
8bgg	B	 Spike glycoprotein	SARS-CoV-2
7ul0	A	 Spike protein S1	SARS-CoV-2
7x63	R	 Spike protein S1	SARS-CoV-2
7ul1	A	 Spike protein S1	SARS-CoV-2
7wp8	F	 Spike glycoprotein	SARS-CoV-2
8aqw	B	 Spike glycoprotein,Fibritin	SARS-CoV-2
7xdl	C	 Spike glycoprotein	SARS-CoV-2
7xdl	B	 Spike glycoprotein	SARS-CoV-2
7xdl	A	 Spike glycoprotein	SARS-CoV-2
7u8e	A	 Spike protein S1	SARS-CoV-2
8h3e	C	 Spike glycoprotein,Fibritin	SARS-CoV-2
8h3e	B	 Spike glycoprotein,Fibritin	SARS-CoV-2
8h3e	A	 Spike glycoprotein,Fibritin	SARS-CoV-2
8h3d	C	 Spike glycoprotein,Fibritin	SARS-CoV-2
8h3d	B	 Spike glycoprotein,Fibritin	SARS-CoV-2
8h3d	A	 Spike glycoprotein,Fibritin	SARS-CoV-2
7x96	G	 Spike glycoprotein	SARS-CoV-2
7x95	A	 Spike glycoprotein	SARS-CoV-2
7x94	A	 Spike glycoprotein	SARS-CoV-2
7x93	G	 Spike glycoprotein	SARS-CoV-2
7x93	D	 Spike glycoprotein	SARS-CoV-2
7x93	A	 Spike glycoprotein	SARS-CoV-2
8d0z	B	 Spike glycoprotein	SARS-CoV-2
8d0z	A	 Spike glycoprotein	SARS-CoV-2
8d0z	C	 Spike glycoprotein	SARS-CoV-2
8c3v	Y	 Spike protein S1	SARS-CoV-2
8c3v	X	 Spike protein S1	SARS-CoV-2
8c3v	R	 Spike protein S1	SARS-CoV-2
8bcz	R	 Spike protein S1	SARS-CoV-2
8bbo	R	 Spike glycoprotein	SARS-CoV-2
8bbn	X	 Spike protein S1	SARS-CoV-2
8bbn	Y	 Spike protein S1	SARS-CoV-2
8bbn	R	 Spike protein S1	SARS-CoV-2
7x27	J	 Spike glycoprotein	MERS-CoV
7x27	I	 Spike glycoprotein	MERS-CoV
7x27	G	 Spike glycoprotein	MERS-CoV
8fa1	F	 Spike protein S2' HR2	SARS-CoV-2
8fa1	E	 Spike protein S2' HR2	SARS-CoV-2
8fa1	D	 Spike protein S2' HR2	SARS-CoV-2
8fa2	F	 Spike protein S2' 42G	SARS-CoV-2
8fa2	E	 Spike protein S2' 42G	SARS-CoV-2
8fa2	D	 Spike protein S2' 42G	SARS-CoV-2
8gjm	C	 Spike glycoprotein	SARS-CoV-2
8gjm	B	 Spike glycoprotein	SARS-CoV-2
8gjm	A	 Spike glycoprotein	SARS-CoV-2
8fu8	C	 Spike glycoprotein	SARS-CoV-2
8fu8	B	 Spike glycoprotein	SARS-CoV-2
8fu8	A	 Spike glycoprotein	SARS-CoV-2
8fu7	C	 Spike glycoprotein	SARS-CoV-2
8fu7	B	 Spike glycoprotein	SARS-CoV-2
8fu7	A	 Spike glycoprotein	SARS-CoV-2
8fu9	C	 Spike glycoprotein	SARS-CoV-2
8fu9	B	 Spike glycoprotein	SARS-CoV-2
8fu9	A	 Spike glycoprotein	SARS-CoV-2
8gjn	C	 Spike protein S2'	SARS-CoV-2
8fez	C	 Spike glycoprotein	SARS-CoV-2
8fez	B	 Spike glycoprotein	SARS-CoV-2
8fez	A	 Spike glycoprotein	SARS-CoV-2
8itu	C	 Spike glycoprotein	SARS-CoV-2
8itu	B	 Spike glycoprotein	SARS-CoV-2
8itu	A	 Spike glycoprotein	SARS-CoV-2
8h01	C	 Spike glycoprotein	SARS-CoV-2
8h01	B	 Spike glycoprotein	SARS-CoV-2
8h01	A	 Spike glycoprotein	SARS-CoV-2
8h00	C	 Spike glycoprotein	SARS-CoV-2
8h00	B	 Spike glycoprotein	SARS-CoV-2
8h00	A	 Spike glycoprotein	SARS-CoV-2
7uow	C	 Spike glycoprotein	SARS-CoV-2
7uow	B	 Spike glycoprotein	SARS-CoV-2
7uow	A	 Spike glycoprotein	SARS-CoV-2
7xj8	C	 Spike glycoprotein	SARS-CoV-2
7xj8	B	 Spike glycoprotein	SARS-CoV-2
7xj8	A	 Spike glycoprotein	SARS-CoV-2
7xj6	C	 Spike glycoprotein	SARS-CoV-2
7xj6	B	 Spike glycoprotein	SARS-CoV-2
7xj6	A	 Spike glycoprotein	SARS-CoV-2
8c1v	B	 Spike glycoprotein	SARS-CoV-2
8c1v	C	 Spike glycoprotein	SARS-CoV-2
8c1v	A	 Spike glycoprotein	SARS-CoV-2
7zjl	C	 Spike glycoprotein	SARS-CoV-2
7zjl	B	 Spike glycoprotein	SARS-CoV-2
7zjl	A	 Spike glycoprotein	SARS-CoV-2
7wnb	R	 Spike protein S1	SARS-CoV-2
7wn2	A	 Spike protein S1	SARS-CoV-2
7wn2	R	 Spike protein S1	SARS-CoV-2
8i5i	R	 Spike protein S1	SARS-CoV-2
8i5h	D	 Spike protein S1	SARS-CoV-2
8i5h	A	 Spike protein S1	SARS-CoV-2
8i5h	R	 Spike protein S1	SARS-CoV-2
8gb0	C	 Spike glycoprotein	SARS-CoV-2
8gb0	B	 Spike glycoprotein	SARS-CoV-2
8gb0	A	 Spike glycoprotein	SARS-CoV-2
8hec	C	 Spike glycoprotein	SARS-CoV-2
8hec	B	 Spike glycoprotein	SARS-CoV-2
8hec	A	 Spike glycoprotein	SARS-CoV-2
8heb	C	 Spike glycoprotein	SARS-CoV-2
8heb	B	 Spike glycoprotein	SARS-CoV-2
8heb	A	 Spike glycoprotein	SARS-CoV-2
7xil	A	 Spike protein S1	SARS-CoV-2
8hed	B	 Spike protein S1	SARS-CoV-2
7xs8	E	 Spike protein S1	SARS-CoV-2
8a94	C	 SARS-CoV2 Spike in 2-up conformation in complex with Fab47	SARS-CoV-2
8a94	B	 SARS-CoV2 Spike in 2-up conformation in complex with Fab47	SARS-CoV-2
8a94	A	 SARS-CoV2 Spike in 2-up conformation in complex with Fab47	SARS-CoV-2
8f0h	C	 Spike glycoprotein	SARS-CoV-2
8f0g	C	 Spike glycoprotein	SARS-CoV-2
8f0g	B	 Spike glycoprotein	SARS-CoV-2
8f0g	A	 Spike glycoprotein	SARS-CoV-2
8a96	C	 Spike protein S1	SARS-CoV-2
8a99	C	 SARS-CoV2 spike 1-up conformation in complex with Fab47	SARS-CoV-2
8a99	B	 SARS-CoV2 spike 1-up conformation in complex with Fab47	SARS-CoV-2
8a99	A	 SARS-CoV2 spike 1-up conformation in complex with Fab47	SARS-CoV-2
8h3n	C	 Spike glycoprotein	SARS-CoV-2
8h3n	B	 Spike glycoprotein	SARS-CoV-2
8h3n	A	 Spike glycoprotein	SARS-CoV-2
8h3m	C	 Spike glycoprotein	SARS-CoV-2
8h3m	B	 Spike glycoprotein	SARS-CoV-2
8h3m	A	 Spike glycoprotein	SARS-CoV-2
8fdw	C	 Spike protein S2	SARS-CoV-2
8fdw	A	 Spike protein S2	SARS-CoV-2
8fdw	B	 Spike protein S2	SARS-CoV-2
7xsb	C	 Spike protein S1	SARS-CoV-2
7xsb	B	 Spike protein S1	SARS-CoV-2
7xsb	A	 Spike protein S1	SARS-CoV-2
7xsb	E	 Spike protein S1	SARS-CoV-2
7xsa	J	 Spike protein S1	SARS-CoV-2
7xsa	E	 Spike protein S1	SARS-CoV-2
8csj	C	 Spike glycoprotein	SARS-CoV-2
8csj	B	 Spike glycoprotein	SARS-CoV-2
8csj	A	 Spike glycoprotein	SARS-CoV-2
8bse	A	 Spike glycoprotein	SARS-CoV-2
8bsf	A	 Spike protein S1	SARS-CoV-2
8hn7	F	 Spike protein S1	SARS-CoV-2
8hn7	E	 Spike protein S1	SARS-CoV-2
8hn6	F	 Spike protein S1	SARS-CoV-2
8hn6	E	 Spike protein S1	SARS-CoV-2
8iov	B	 Spike glycoprotein	SARS-CoV-2
8iou	C	 Spike glycoprotein	SARS-CoV-2
8iou	B	 Spike glycoprotein	SARS-CoV-2
8iou	A	 Spike glycoprotein	SARS-CoV-2
8iot	C	 Spike glycoprotein	SARS-CoV-2
8iot	B	 Spike glycoprotein	SARS-CoV-2
8iot	A	 Spike glycoprotein	SARS-CoV-2
8ios	C	 Spike glycoprotein	SARS-CoV-2
8ios	B	 Spike glycoprotein	SARS-CoV-2
8ios	A	 Spike glycoprotein	SARS-CoV-2
8dnn	D	 Spike protein S1	SARS-CoV-2
8dnn	A	 Spike protein S1	SARS-CoV-2
7xsc	F	 Spike protein S1	SARS-CoV-2
7xsc	E	 Spike protein S1	SARS-CoV-2
8gb7	A	 Spike protein S1	SARS-CoV-2
8gb6	A	 Spike protein S1	SARS-CoV-2
8gb5	J	 Spike protein S1	SARS-CoV-2
8gb5	G	 Spike protein S1	SARS-CoV-2
8gb5	D	 Spike protein S1	SARS-CoV-2
8gb5	A	 Spike protein S1	SARS-CoV-2
8cwk	C	 Spike protein S1	SARS-CoV-2
8cwi	A	 Spike protein S1	SARS-CoV-2
8cwj	I	 Spike glycoprotein	SARS-CoV-2
8cwj	G	 Spike glycoprotein	SARS-CoV-2
8h08	C	 Spike glycoprotein	SARS-CoV-2
8h08	B	 Spike glycoprotein	SARS-CoV-2
8h08	A	 Spike glycoprotein	SARS-CoV-2
8h07	C	 Spike glycoprotein	SARS-CoV-2
8h07	B	 Spike glycoprotein	SARS-CoV-2
8h07	A	 Spike glycoprotein	SARS-CoV-2
7xei	B	 Spike protein S1	SARS-CoV-2
7xei	A	 Spike protein S1	SARS-CoV-2
7xeg	B	 Spike protein S1	SARS-CoV-2
7xeg	A	 Spike protein S1	SARS-CoV-2
7vzt	A	 Spike protein S1	SARS-CoV-2
7y6d	C	 Spike glycoprotein	SARS-CoV-2
7y6d	B	 Spike glycoprotein	SARS-CoV-2
7y6d	A	 Spike glycoprotein	SARS-CoV-2
8d5a	C	 Spike glycoprotein	SARS-CoV-2
8d5a	B	 Spike glycoprotein	SARS-CoV-2
8d5a	A	 Spike glycoprotein	SARS-CoV-2
8d56	C	 Spike glycoprotein	SARS-CoV-2
8d56	B	 Spike glycoprotein	SARS-CoV-2
8d56	A	 Spike glycoprotein	SARS-CoV-2
8d55	C	 Spike glycoprotein	SARS-CoV-2
8d55	B	 Spike glycoprotein	SARS-CoV-2
8d55	A	 Spike glycoprotein	SARS-CoV-2
7wt9	E	 Spike glycoprotein	SARS-CoV-2
7wt8	C	 Spike glycoprotein	SARS-CoV-2
7wt8	B	 Spike glycoprotein	SARS-CoV-2
7wt8	A	 Spike glycoprotein	SARS-CoV-2
